CODE;TYPE;DESCRIPTION
"EF000943";"Numeric";"Built-in diameter"
"EF000946";"Logical";"Managed"
"EF000947";"Logical";"Mains filter"
"EF000952";"Numeric";"Number of ports DPC"
"EF000953";"Numeric";"Number of ports Twinax"
"EF000954";"Numeric";"Number of ports ST"
"EF000955";"Logical";"Suitable for bus connection"
"EF000956";"Numeric";"Sub-clock lines"
"EF000957";"Numeric";"Control current circuits"
"EF000958";"Logical";"Reserve accumulator"
"EF000970";"Logical";"Answering machine"
"EF000971";"Logical";"Hands free"
"EF000972";"Logical";"Display for charge fee"
"EF000973";"Logical";"Open listening"
"EF000974";"Numeric";"Target selection keys"
"EF000975";"Logical";"Head set connection"
"EF000977";"Numeric";"Number of TFE-interfaces"
"EF000978";"Numeric";"Number of programmable MSNs"
"EF000979";"Alphanumeric";"Connectable to"
"EF000981";"Numeric";"Number of entries number memory"
"EF000982";"Logical";"Emergency operation"
"EF000983";"Numeric";"Number of system telephones"
"EF000984";"Alphanumeric";"In service with"
"EF000985";"Logical";"Operation as ISDN telephone possible"
"EF000986";"Logical";"Modular expandable"
"EF000987";"Numeric";"Number of burners"
"EF000988";"Logical";"Ignition protection"
"EF000989";"Alphanumeric";"Type of gas"
"EF000990";"Logical";"Pocket torch function"
"EF000991";"Numeric";"Max. discharge flow"
"EF000992";"Numeric";"Max. static height"
"EF000993";"Numeric";"Number of loudspeakers"
"EF000994";"Logical";"Tone quality adjustable"
"EF000995";"Numeric";"Loading capacity (max. flour weight)"
"EF000996";"Logical";"Adjustable"
"EF000997";"Numeric";"Number of ports USB-A"
"EF000998";"Numeric";"Number of ports USB-B"
"EF000999";"Alphanumeric";"Probe form"
"EF001000";"Numeric";"Max. contact pressure"
"EF001001";"Numeric";"Head diameter"
"EF001002";"Alphanumeric";"Refinement"
"EF001003";"Numeric";"Max. power consumption"
"EF001004";"Numeric";"Max. output level"
"EF001005";"Numeric";"Number of mail boxes"
"EF001006";"Alphanumeric";"Measurement principle"
"EF001007";"Alphanumeric";"Radio protocol"
"EF001012";"Numeric";"Number of ports 100 Mbps MT RJ"
"EF001013";"Numeric";"Number of ports 1000 Mbps of MT RJ"
"EF001018";"Logical";"Splitter protection"
"EF001019";"Logical";"Low-pressure technique"
"EF001020";"Logical";"Suitable for baking oven"
"EF001021";"Logical";"Integrated starter"
"EF001022";"Logical";"Axial filament"
"EF001023";"Logical";"Suitable for electronic ballast"
"EF001024";"Logical";"Armouring"
"EF001026";"Logical";"Direct connection to main supply"
"EF001027";"Logical";"Lead sheath"
"EF001028";"Logical";"Flame resistant"
"EF001029";"Logical";"Drain wire"
"EF001030";"Numeric";"Size (TX)"
"EF001031";"Logical";"Antimagnetic"
"EF001033";"Logical";"Protective contact"
"EF001034";"Logical";"Plastic housing"
"EF001035";"Logical";"Label space/information surface"
"EF001036";"Logical";"Basic element"
"EF001038";"Range";"Time setting"
"EF001039";"Logical";"Pre-stamping"
"EF001040";"Logical";"Suitable for standard switching equipment"
"EF001044";"Range";"Dimension"
"EF001045";"Logical";"Centre plate"
"EF001051";"Logical";"Eject-mechanism"
"EF001052";"Numeric";"Max. number of cables"
"EF001053";"Numeric";"Mounting thickness"
"EF001055";"Alphanumeric";"Perforation"
"EF001056";"Alphanumeric";"Pin shape"
"EF001059";"Numeric";"Height side wall"
"EF001060";"Alphanumeric";"Type of rung"
"EF001062";"Logical";"EMC-version"
"EF001063";"Numeric";"Width branch"
"EF001067";"Logical";"Double-sided"
"EF001071";"Logical";"Strengthened construction"
"EF001072";"Numeric";"Diameter of feed-through"
"EF001073";"Numeric";"Wall thickness after shrinking"
"EF001074";"Logical";"Resistant to chemicals"
"EF001076";"Logical";"Hinging"
"EF001078";"Logical";"Self cutting"
"EF001079";"Logical";"Visible signalling route"
"EF001080";"Numeric";"Length of signalling route"
"EF001081";"Logical";"Rotating signalling route"
"EF001082";"Logical";"With digital indication"
"EF001084";"Numeric";"Shaft diameter"
"EF001085";"Numeric";"Inner diameter of eye"
"EF001086";"Logical";"Stepless mounting"
"EF001088";"Logical";"Extension possible"
"EF001089";"Logical";"With glazed door"
"EF001090";"Numeric";"Frequency supply voltage"
"EF001092";"Logical";"With point"
"EF001093";"Alphanumeric";"Thread moulding"
"EF001094";"Logical";"With transparent cover"
"EF001096";"Logical";"Wall-mounted transmitter"
"EF001098";"Logical";"Staircase monitoring"
"EF001099";"Logical";"Bridging switch"
"EF001102";"Logical";"With housing"
"EF001104";"Logical";"With thermostat"
"EF001112";"Numeric";"Number of single wall socket outlets"
"EF001113";"Numeric";"Number of double wall socket outlets"
"EF001114";"Numeric";"Number of triple wall socket outlets"
"EF001115";"Numeric";"Number of perilex wall socket outlets"
"EF001116";"Numeric";"Number of data outlets"
"EF001118";"Numeric";"Number of single openings"
"EF001119";"Numeric";"Number of double openings"
"EF001120";"Numeric";"Number of triple openings"
"EF001121";"Numeric";"Number of CEE-/perilex openings"
"EF001122";"Logical";"Side wall perforation"
"EF001126";"Logical";"Modular version"
"EF001127";"Logical";"Suitable for front mounting"
"EF001129";"Range";"Release-delay"
"EF001130";"Numeric";"Suitable for depth of wall duct"
"EF001131";"Numeric";"Internal depth"
"EF001132";"Logical";"With connector openings"
"EF001134";"Logical";"DIN-rail"
"EF001135";"Alphanumeric";"Type of cover"
"EF001136";"Logical";"With room temperature controller"
"EF001139";"Alphanumeric";"Type"
"EF001140";"Alphanumeric";"Front shape"
"EF001141";"Logical";"Switching contact"
"EF001142";"Logical";"Suitable for illumination"
"EF001144";"Logical";"Measurement between phase and neutral conductor possible"
"EF001145";"Logical";"Measurement between phases possible"
"EF001146";"Logical";"Quick locking"
"EF001148";"Numeric";"Number of conductors (without earthing)"
"EF001149";"Logical";"Phase selection"
"EF001150";"Logical";"Splash proof"
"EF001161";"Logical";"With de-aeration"
"EF001162";"Logical";"With built-in filter"
"EF001163";"Logical";"Padlock locking"
"EF001164";"Logical";"Toggle"
"EF001165";"Alphanumeric";"Type of handle"
"EF001170";"Logical";"Suitable for IR switch"
"EF001171";"Logical";"Suitable for IR venetian shutter switch"
"EF001172";"Logical";"Suitable for KNX"
"EF001173";"Logical";"Suitable for power-/switch unit"
"EF001174";"Logical";"Suitable for IR dimmer"
"EF001175";"Logical";"Suitable for IR push button"
"EF001176";"Logical";"Suitable for switch"
"EF001177";"Logical";"Suitable for pulse button"
"EF001178";"Logical";"Suitable for dimmer"
"EF001179";"Logical";"Suitable for roller shutter switch"
"EF001181";"Logical";"Feedback-signal contact"
"EF001183";"Logical";"Daily program"
"EF001184";"Logical";"Weekly program"
"EF001185";"Logical";"Annual program"
"EF001187";"Logical";"With cover lid"
"EF001189";"Logical";"Suitable for compact fluorescent lamp"
"EF001193";"Logical";"Suitable for movement sensor"
"EF001198";"Logical";"Suitable for wireless transmission"
"EF001202";"Logical";"With switch"
"EF001203";"Logical";"With light sensor"
"EF001204";"Logical";"Red-leaded"
"EF001205";"Numeric";"Tube diameter"
"EF001206";"Logical";"Nickel-plated"
"EF001207";"Logical";"Corrosion resistant"
"EF001210";"Logical";"Glass-fibre reinforced"
"EF001213";"Logical";"Presence simulation"
"EF001214";"Logical";"Summer-/winter switchover"
"EF001215";"Logical";"Overhear protected"
"EF001217";"Alphanumeric";"Type of sealing"
"EF001218";"Alphanumeric";"Angle"
"EF001221";"Logical";"Extension piece"
"EF001222";"Numeric";"Number of groups"
"EF001223";"Alphanumeric";"Positioning on rail system"
"EF001224";"Alphanumeric";"Type of fuse"
"EF001225";"Numeric";"Max. number of tubes"
"EF001227";"Logical";"With plug"
"EF001228";"Logical";"Closed"
"EF001229";"Logical";"Connectable"
"EF001231";"Numeric";"Number of connection clamps"
"EF001232";"Numeric";"Number of DIN-rails"
"EF001233";"Numeric";"Number of modular spacings per DIN-rail"
"EF001238";"Logical";"Plastic cover plate"
"EF001241";"Logical";"Illuminated"
"EF001249";"Logical";"Hardened steel nail"
"EF001251";"Logical";"Elevated"
"EF001257";"Alphanumeric";"Material quality"
"EF001259";"Logical";"Facet"
"EF001260";"Alphanumeric";"Material sleeve"
"EF001261";"Logical";"With spring"
"EF001263";"Logical";"Ball-proof"
"EF001265";"Logical";"Suitable for suspended mounting"
"EF001271";"Alphanumeric";"Meaning pictogram"
"EF001274";"Numeric";"Number of tubes"
"EF001276";"Logical";"Continuous operation"
"EF001277";"Alphanumeric";"Suitable for labelling type"
"EF001278";"Alphanumeric";"Type of indicator"
"EF001280";"Numeric";"Number of groups/phases"
"EF001281";"Logical";"Bendable"
"EF001285";"Numeric";"Top end diameter"
"EF001286";"Alphanumeric";"Supporting bracket"
"EF001291";"Numeric";"Lamp power of fluorescent batten"
"EF001293";"Logical";"With wiring"
"EF001294";"Numeric";"Number of cores wiring"
"EF001295";"Logical";"Integrated cable duct"
"EF001297";"Logical";"Integrated electromechanical coupling"
"EF001299";"Logical";"With power track"
"EF001300";"Numeric";"Number of connection points"
"EF001301";"Logical";"With CEE-plug"
"EF001302";"Logical";"Rechargeable"
"EF001303";"Logical";"Built-in charging circuit"
"EF001305";"Numeric";"Width (big)"
"EF001306";"Numeric";"Width (small)"
"EF001309";"Numeric";"Max. power"
"EF001310";"Numeric";"Max. operating temperature"
"EF001313";"Numeric";"Switching power"
"EF001314";"Numeric";"Motor power"
"EF001315";"Numeric";"Max. output current"
"EF001322";"Numeric";"Max. transmission range frontally"
"EF001323";"Numeric";"Max. transmission range sideways"
"EF001325";"Numeric";"Max. switching current (resistive load)"
"EF001327";"Numeric";"Max. transmission range"
"EF001331";"Logical";"Rotated central insert"
"EF001332";"Logical";"Over voltage protection"
"EF001333";"Logical";"Fault current protection"
"EF001334";"Alphanumeric";"Special power supply"
"EF001335";"Numeric";"Nominal cross section"
"EF001336";"Logical";"Longitudinal sealed"
"EF001337";"Numeric";"Code digit"
"EF001338";"Alphanumeric";"Connecting angle"
"EF001339";"Alphanumeric";"Flange shape"
"EF001341";"Numeric";"Reduced cross section"
"EF001342";"Logical";"Oil stop/centre bar"
"EF001343";"Logical";"For pull protected connections"
"EF001344";"Logical";"Connection as copper bolt"
"EF001345";"Numeric";"Number of conductors per cable"
"EF001347";"Numeric";"Compressive strength"
"EF001348";"Numeric";"Lamp efficacy"
"EF001349";"Logical";"Ignition strip"
"EF001350";"Logical";"Black light lamp"
"EF001351";"Logical";"Fast ignition"
"EF001352";"Logical";"Starter less operation"
"EF001353";"Logical";"UV-protection"
"EF001354";"Logical";"Infrared coating/-technique"
"EF001355";"Alphanumeric";"ANSI"
"EF001356";"Alphanumeric";"Reflector type"
"EF001357";"Numeric";"Luminous intensity"
"EF001358";"Logical";"Transformer integrated"
"EF001359";"Alphanumeric";"Burning position"
"EF001360";"Alphanumeric";"Lamp shape"
"EF001361";"Logical";"Integrated twilight sensor"
"EF001362";"Logical";"Amalgam technology"
"EF001364";"Numeric";"Rated operation power at AC-3, 400 V"
"EF001365";"Alphanumeric";"Type of excitation"
"EF001366";"Numeric";"Rated insulation voltage Ui"
"EF001370";"Numeric";"Height of housing"
"EF001371";"Alphanumeric";"Shape of lens"
"EF001372";"Numeric";"Number of command positions"
"EF001373";"Alphanumeric";"Colour housing cover"
"EF001374";"Numeric";"Number of normally open contacts as main contact"
"EF001375";"Numeric";"Number of normally closed contacts as main contact"
"EF001376";"Numeric";"Number of auxiliary contacts as normally open contact"
"EF001377";"Numeric";"Number of auxiliary contacts as normally closed contact"
"EF001378";"Numeric";"Rated operation current Ie, 400 V"
"EF001384";"Logical";"With integrated suppressor"
"EF001385";"Numeric";"Rated operation current Ie at AC-15, 230 V"
"EF001386";"Numeric";"Rated operation current Ie at DC-13, 230 V"
"EF001387";"Logical";"With integrated auxiliary switch"
"EF001389";"Numeric";"Rated permanent current Iu"
"EF001390";"Logical";"With integrated under voltage release"
"EF001391";"Numeric";"Number of poles"
"EF001392";"Numeric";"Rated operation current Ie at AC-3, 400 V"
"EF001393";"Numeric";"Rated operation current Ie at AC-1, 400 V"
"EF001399";"Logical";"With integrated voltage decreasing resistor"
"EF001400";"Logical";"With integrated diode"
"EF001401";"Alphanumeric";"Type of lighting"
"EF001402";"Alphanumeric";"Colour lamp"
"EF001403";"Alphanumeric";"Unlocking method"
"EF001404";"Alphanumeric";"Colour cap"
"EF001407";"Logical";"Spring-return"
"EF001408";"Logical";"With manual on/off switch"
"EF001409";"Numeric";"Switching capacity at AC-3, 240 V"
"EF001410";"Range";"Initial setting"
"EF001411";"Range";"End setting"
"EF001413";"Alphanumeric";"Short-circuit release function"
"EF001416";"Logical";"With zero (off) position"
"EF001420";"Logical";"Delay adjustable"
"EF001421";"Numeric";"Max. delay time"
"EF001422";"Alphanumeric";"Type of drive"
"EF001423";"Numeric";"Diameter cap"
"EF001428";"Numeric";"Input current at signal 1"
"EF001430";"Logical";"Distance between rail centre, 50 mm"
"EF001431";"Logical";"Distance between rail centre, 40 mm"
"EF001432";"Logical";"Distance between rail centre, 60 mm"
"EF001433";"Logical";"Suitable for emergency stop"
"EF001434";"Logical";"With extension shaft"
"EF001435";"Range";"Rated operating voltage"
"EF001437";"Alphanumeric";"Type of fuses"
"EF001438";"Numeric";"Length"
"EF001443";"Numeric";"Rated operation current Ie"
"EF001444";"Numeric";"Conditioned rated short-circuit current Iq"
"EF001446";"Logical";"Function flashlight"
"EF001447";"Logical";"Function acoustic"
"EF001448";"Logical";"Function continuous light"
"EF001449";"Numeric";"Number of elements"
"EF001450";"Logical";"Auxiliary contacts, extendable"
"EF001452";"Alphanumeric";"Construction size fuse insert"
"EF001453";"Range";"Channel range"
"EF001454";"Logical";"Sealable"
"EF001455";"Alphanumeric";"Type of inlet"
"EF001456";"Numeric";"Height/depth"
"EF001457";"Alphanumeric";"Punch shape"
"EF001458";"Numeric";"Nominal size"
"EF001462";"Alphanumeric";"Construction/operation"
"EF001463";"Logical";"Isolation protection 1000 V"
"EF001464";"Numeric";"Soldering tip diameter"
"EF001465";"Numeric";"Max. soldering tip temperature"
"EF001466";"Numeric";"Warm-up period"
"EF001467";"Logical";"Antistatic version"
"EF001468";"Alphanumeric";"Type of holding"
"EF001469";"Alphanumeric";"Type of power supply"
"EF001470";"Numeric";"Secondary voltage"
"EF001471";"Logical";"Digital indication"
"EF001472";"Numeric";"Number of call buttons"
"EF001474";"Alphanumeric";"Installation technique"
"EF001476";"Logical";"Mutable call tone"
"EF001478";"Logical";"Operation door lock"
"EF001479";"Logical";"Internal communication"
"EF001483";"Logical";"Additional device connectable"
"EF001484";"Logical";"Loudness control"
"EF001485";"Logical";"Mail boxes connectable"
"EF001486";"Logical";"Info label connectable"
"EF001487";"Logical";"230 V integration"
"EF001488";"Logical";"Illumination integrable"
"EF001489";"Logical";"Anti-theft protection integrable"
"EF001490";"Logical";"With video"
"EF001491";"Logical";"With info sign"
"EF001492";"Alphanumeric";"Colour outdoor station"
"EF001493";"Logical";"Remote programmable"
"EF001498";"Logical";"Video driving"
"EF001499";"Logical";"Bus system KNX"
"EF001500";"Logical";"Bus system radio frequent"
"EF001501";"Logical";"Bus system Powernet"
"EF001503";"Numeric";"Max. switching power"
"EF001504";"Logical";"With bus connection"
"EF001507";"Numeric";"Max. output power"
"EF001508";"Alphanumeric";"Type of load"
"EF001509";"Numeric";"Max. control current"
"EF001511";"Logical";"Input current drive"
"EF001512";"Logical";"Input voltage drive"
"EF001515";"Logical";"Text field"
"EF001518";"Logical";"Bus voltage stockable"
"EF001519";"Alphanumeric";"Imprintable label"
"EF001527";"Alphanumeric";"Language"
"EF001529";"Logical";"Tariff switch"
"EF001530";"Alphanumeric";"S0 impulse interface"
"EF001531";"Logical";"Reactive power"
"EF001532";"Numeric";"Accuracy class"
"EF001533";"Logical";"Approved according to PTB"
"EF001534";"Logical";"Fault current measurement"
"EF001535";"Logical";"Load current measurement"
"EF001536";"Numeric";"Max. load current"
"EF001537";"Logical";"Labelled"
"EF001538";"Logical";"With control element"
"EF001539";"Numeric";"Programme diameter"
"EF001541";"Logical";"Delayed"
"EF001543";"Logical";"Suitable for off-load switch"
"EF001545";"Logical";"Suitable for overload relay"
"EF001546";"Alphanumeric";"Type of button"
"EF001547";"Logical";"Suitable for cable modem"
"EF001548";"Logical";"Suitable for remote power supply"
"EF001549";"Logical";"D-net"
"EF001550";"Logical";"E-net"
"EF001551";"Logical";"UMTS"
"EF001552";"Logical";"DVB-T (digital video broadcast - terrestrial)"
"EF001553";"Logical";"DAB (digital audio broadcast)"
"EF001554";"Logical";"FM"
"EF001555";"Logical";"Special range for radio"
"EF001556";"Logical";"Integrated multi switch"
"EF001557";"Logical";"Terrestrial feed"
"EF001558";"Alphanumeric";"Holding fixture"
"EF001559";"Numeric";"Max. number of modules"
"EF001560";"Logical";"With output combiner"
"EF001561";"Logical";"Integrated power adaptor"
"EF001562";"Logical";"Suitable for 19 inch cabinet"
"EF001563";"Numeric";"Max. equalization"
"EF001564";"Numeric";"Diameter/side length"
"EF001565";"Alphanumeric";"Feed installation"
"EF001567";"Alphanumeric";"Suitable for type of fibre"
"EF001568";"Alphanumeric";"Material of ferrule"
