CODE;VERSION;DESCRIPTION;STATUS;GROUP_CODE
"EC000578";"6";"Espresso machine";"Published";"EG000040"
"EC000579";"6";"Steam oven";"Published";"EG000040"
"EC000580";"6";"Yogurt maker";"Published";"EG000040"
"EC000581";"6";"Kitchen timer";"Published";"EG000040"
"EC000582";"7";"Table baking oven/-grill";"Published";"EG000040"
"EC000583";"6";"Immersion heater (electric)";"Published";"EG000040"
"EC000584";"6";"Warming tray";"Published";"EG000040"
"EC000585";"6";"Coffee mill";"Published";"EG000040"
"EC000586";"6";"Automatic preserving cooker";"Published";"EG000040"
"EC000587";"8";"Water cooker";"Published";"EG000040"
"EC000588";"6";"Toaster";"Published";"EG000040"
"EC000589";"6";"Deep fryer";"Published";"EG000040"
"EC000590";"6";"Waffle maker";"Published";"EG000040"
"EC000591";"7";"Rotary ironer";"Published";"EG000040"
"EC000592";"6";"Facial sauna";"Published";"EG000040"
"EC000593";"7";"Radiator (electric)";"Published";"EG000043"
"EC000594";"6";"Bread machine";"Published";"EG000040"
"EC000595";"6";"Sterilizer";"Published";"EG000040"
"EC000596";"6";"Alarm clock";"Published";"EG000040"
"EC000598";"6";"Coffee maker";"Published";"EG000040"
"EC000599";"5";"PLC system power supply";"Published";"EG000024"
"EC000600";"7";"Lamp tester";"Published";"EG000044"
"EC000601";"7";"Measuring instrument for temperature and climate";"Published";"EG000044"
"EC000602";"8";"Data rail for bus system";"Published";"EG000032"
"EC000603";"8";"Data rail coupler for bus system";"Published";"EG000032"
"EC000606";"7";"Air moisturizer/air refresher";"Published";"EG000043"
"EC000607";"7";"Epilator";"Published";"EG000040"
"EC000608";"8";"Labelling tape";"Published";"EG000038"
"EC000609";"6";"Polisher";"Published";"EG000040"
"EC000610";"5";"Label maker";"Published";"EG000050"
"EC000611";"7";"Quick drying cement/plaster";"Published";"EG000049"
"EC000613";"5";"Decoupling coil for internal lightning protection";"Published";"EG000021"
"EC000615";"7";"Venetian blind control unit";"Published";"EG000013"
"EC000616";"8";"Runged ladder";"Published";"EG000050"
"EC000617";"5";"Tripping bloc for power circuit-breaker";"Published";"EG000017"
"EC000618";"6";"Meat grinder";"Published";"EG000040"
"EC000619";"5";"Butt chisels";"Published";"EG000050"
"EC000620";"5";"Screw assortment box";"Published";"EG000049"
"EC000621";"5";"Legend plate for control circuit devices";"Published";"EG000017"
"EC000623";"6";"Glue stick for glue gun";"Published";"EG020002"
"EC000624";"5";"Text plate for command devices";"Published";"EG000017"
"EC000625";"6";"Car audio";"Published";"EG000041"
"EC000628";"8";"Refrigerator";"Published";"EG000039"
"EC000629";"8";"Fridge/freezer combination";"Published";"EG000039"
"EC000630";"8";"Freezer";"Published";"EG000039"
"EC000631";"6";"Curler set";"Published";"EG000040"
"EC000632";"7";"Control switch, Joystick";"Published";"EG000017"
"EC000633";"8";"Dishwasher";"Published";"EG000039"
"EC000634";"8";"Bus coupler for bus system";"Published";"EG000032"
"EC000635";"8";"Connection-/branching terminal for bus system";"Published";"EG000032"
"EC000636";"8";"Electronic insert for domestic switching devices";"Published";"EG000013"
"EC000637";"6";"Ironing table";"Published";"EG000040"
"EC000638";"8";"Washing machine";"Published";"EG000039"
"EC000639";"8";"Tumble dryer";"Published";"EG000039"
"EC000640";"7";"Soft starter";"Published";"EG000017"
"EC000641";"6";"Measuring laser";"Published";"EG000050"
"EC000642";"4";"Answering machine";"Published";"EG000038"
"EC000643";"5";"Fax";"Published";"EG000038"
"EC000644";"5";"Portable CD player";"Published";"EG000041"
"EC000645";"6";"CD player/recorder";"Published";"EG000041"
"EC000647";"7";"Radio";"Published";"EG000041"
"EC000648";"7";"Radio recorder";"Published";"EG000041"
"EC000651";"4";"Car loudspeaker";"Published";"EG000041"
"EC000652";"8";"Loudspeaker box";"Published";"EG000041"
"EC000653";"6";"Dictaphone";"Published";"EG000038"
"EC000654";"6";"Camcorder";"Published";"EG000041"
"EC000655";"7";"Cooker hood";"Published";"EG000039"
"EC000656";"5";"Spin-dryer";"Published";"EG000039"
"EC000658";"8";"Accessories/spare parts for cooker hood";"Published";"EG000039"
"EC000661";"7";"Microwave oven";"Published";"EG000039"
"EC000662";"7";"Cooker";"Published";"EG000039"
"EC000663";"6";"Headphone";"Published";"EG000041"
"EC000664";"7";"Hob";"Published";"EG000039"
"EC000665";"5";"Exchange hotplate";"Published";"EG000039"
"EC000666";"6";"HiFi/TV furniture";"Published";"EG000041"
"EC000667";"6";"Audio mixer";"Published";"EG000041"
"EC000668";"6";"HiFi-Receiver";"Published";"EG000041"
"EC000669";"6";"HiFi-Tuner";"Published";"EG000041"
"EC000671";"4";"Current collector";"Published";"EG000047"
"EC000672";"8";"Touch sensor for bus system";"Published";"EG000032"
"EC000673";"8";"Area/line coupler for bus system";"Published";"EG000032"
"EC000674";"8";"Interface for bus system";"Published";"EG000032"
"EC000675";"8";"Power supply for bus system";"Published";"EG000032"
"EC000676";"8";"Logic component for bus system";"Published";"EG000032"
"EC000677";"8";"Display for bus system";"Published";"EG000032"
"EC000678";"6";"Remote control";"Published";"EG000041"
"EC000679";"6";"Popcorn machine";"Published";"EG000040"
"EC000680";"7";"DVD player/recorder";"Published";"EG000041"
"EC000681";"6";"HiFi-set";"Published";"EG000041"
"EC000682";"6";"Loudspeaker set";"Published";"EG000041"
"EC000683";"4";"Surge protection module";"Published";"EG000017"
"EC000684";"5";"Record player";"Published";"EG000041"
"EC000688";"8";"Binary input for bus system";"Published";"EG000032"
"EC000689";"8";"Time switch for bus system";"Published";"EG000032"
"EC000690";"7";"Video projector";"Published";"EG000041"
"EC000691";"4";"Insect repellent device";"Published";"EG000040"
"EC000692";"5";"Heating element (baking oven)";"Published";"EG000039"
"EC000693";"6";"Mini kitchen";"Published";"EG000039"
"EC000694";"7";"Hand floodlight";"Published";"EG000027"
"EC000696";"7";"Vehicle lamp";"Published";"EG000028"
"EC000698";"8";"Repeater for bus system";"Published";"EG000032"
"EC000699";"8";"Central device for bus system";"Published";"EG000032"
"EC000700";"8";"Band suppressor/choke for bus system";"Published";"EG000032"
"EC000701";"5";"Window opener";"Published";"EG000034"
"EC000703";"5";"Communication column";"Published";"EG000036"
"EC000704";"7";"Core drill bit";"Published";"EG020002"
"EC000705";"5";"Measuring instrument set";"Published";"EG000044"
"EC000706";"5";"Console for wall duct";"Published";"EG000006"
"EC000707";"6";"Cool/freezer box, portable";"Published";"EG000039"
"EC000709";"5";"Socket for letterbox";"Published";"EG000036"
"EC000712";"7";"Empty enclosure for switchgear";"Published";"EG000017"
"EC000713";"4";"Busbar coupler";"Published";"EG000015"
"EC000717";"5";"Plug for telecommunication terminal strip";"Published";"EG000037"
"EC000718";"4";"Wire-guide for LSA connection strip";"Published";"EG000037"
"EC000719";"5";"Labelling cap for connection strips";"Published";"EG000037"
"EC000720";"6";"Labelling plate for telecommunication terminal strips";"Published";"EG000037"
"EC000721";"6";"Base/base element (enclosure/cabinet)";"Published";"EG000011"
"EC000722";"7";"On-floor installation duct";"Published";"EG000006"
"EC000723";"6";"Dust shield for plug connections";"Published";"EG000037"
"EC000725";"5";"Cleaning cassette/CD";"Published";"EG000041"
"EC000726";"6";"End plate for slotted cable trunking system";"Published";"EG000007"
"EC000727";"7";"Cover for slotted cable trunking system";"Published";"EG000007"
"EC000728";"6";"Cover for installation duct";"Published";"EG000006"
"EC000730";"5";"Discharge tube for overvoltage protection magazine";"Published";"EG000037"
"EC000731";"5";"Network hub";"Published";"EG000037"
"EC000732";"4";"Network repeater";"Published";"EG000037"
"EC000734";"8";"Network switch";"Published";"EG000037"
"EC000735";"4";"Print server";"Published";"EG000037"
"EC000736";"5";"Analogue memory medium";"Published";"EG000041"
"EC000737";"6";"Heating (enclosure/cabinet)";"Published";"EG000011"
"EC000740";"7";"Modem";"Published";"EG000037"
"EC000743";"6";"Insert for lock system";"Published";"EG000015"
"EC000744";"7";"Top-/floor element (enclosure/cabinet)";"Published";"EG000011"
"EC000747";"6";"Door/operating panel (enclosure/cabinet)";"Published";"EG000011"
"EC000748";"7";"Pigtail";"Published";"EG000037"
"EC000749";"6";"Bend for underfloor installation ducting systems";"Published";"EG000005"
"EC000750";"6";"Coupler for underfloor installation duct";"Published";"EG000005"
"EC000751";"7";"Induction lamp";"Published";"EG000028"
"EC000752";"8";"Fibre optic coupler";"Published";"EG000037"
"EC000753";"4";"Fibre optic cable splitter";"Published";"EG000037"
"EC000755";"7";"Anchor sleeve";"Published";"EG000049"
"EC000757";"8";"Software for bus system";"Published";"EG000032"
"EC000758";"8";"In-ground luminaire";"Published";"EG000027"
"EC000759";"4";"Splice holder";"Published";"EG000037"
"EC000760";"4";"Hole cutter for plastics";"Published";"EG000050"
"EC000761";"6";"Labelling for terminal block";"Published";"EG000012"
"EC000762";"4";"Splice cassette";"Published";"EG000037"
"EC000763";"5";"Line equalizer (receiver technology)";"Published";"EG000033"
"EC000766";"5";"Coding for data communication technology";"Published";"EG000037"
"EC000768";"4";"Multiplexer";"Published";"EG000037"
"EC000769";"4";"Module for telephone system";"Published";"EG000038"
"EC000770";"5";"Separation plate for meter-/distribution boards";"Published";"EG000023"
"EC000771";"6";"Cover strip (modular) for meter-/distribution board";"Published";"EG000023"
"EC000772";"7";"Main clock";"Published";"EG000040"
"EC000773";"8";"Explosion proof hand floodlight";"Published";"EG000027"
"EC000774";"5";"Miniature fuse assortment";"Published";"EG000020"
"EC000775";"6";"Cover for distribution board";"Published";"EG000023"
"EC000776";"5";"Pan";"Published";"EG000040"
"EC000777";"4";"Baby bottle";"Published";"EG000040"
"EC000778";"6";"Telephone digital/ISDN with cord";"Published";"EG000038"
"EC000779";"8";"Indoor station door communication";"Published";"EG000036"
"EC000781";"5";"Sealing for hose screw connection";"Published";"EG000003"
"EC000782";"8";"Access control unit for bus system";"Published";"EG000032"
"EC000783";"8";"Signalling and operation panel for bus system";"Published";"EG000032"
"EC000784";"6";"Desk system (enclosure/cabinet)";"Published";"EG000011"
"EC000785";"6";"Connector for wall duct";"Published";"EG000006"
"EC000786";"7";"Cover for plinth skirting duct";"Published";"EG000006"
"EC000787";"6";"Handset for cordless telephone";"Published";"EG000038"
"EC000788";"4";"Charger for cordless telephone";"Published";"EG000038"
"EC000789";"5";"Headset";"Published";"EG000038"
"EC000792";"8";"Actuating drive for bus system";"Published";"EG000032"
"EC000794";"8";"Analogue input for bus system";"Published";"EG000032"
"EC000795";"6";"Extension module for installation column";"Published";"EG000008"
"EC000796";"8";"Contact for industrial connectors";"Published";"EG000058"
"EC000797";"4";"USB-Hub";"Published";"EG000037"
"EC000798";"5";"Test pin";"Published";"EG000044"
"EC000799";"5";"Screw gland holder";"Published";"EG000003"
"EC000800";"6";"Cover strip for wall duct";"Published";"EG000006"
"EC000801";"6";"Torx screwdriver";"Published";"EG000050"
"EC000804";"4";"Audio/video modulator";"Published";"EG000033"
"EC000806";"5";"Rasp (battery/electric)";"Published";"EG000040"
"EC000807";"5";"Navigation system";"Published";"EG000041"
"EC000808";"6";"Portable MP3 player";"Published";"EG000041"
"EC000809";"7";"Programming- and engineering software";"Published";"EG000024"
"EC000810";"7";"PLC mounting rack";"Published";"EG000024"
"EC000811";"6";"Electrical chimney fire";"Published";"EG000043"
"EC000812";"5";"Ceiling heating foil";"Published";"EG000043"
"EC000813";"5";"Natural stone heating";"Published";"EG000043"
"EC000814";"7";"Threaded bush";"Published";"EG000009"
"EC000815";"4";"Car antenna";"Published";"EG000033"
"EC000816";"7";"WLAN access point";"Published";"EG000037"
"EC000817";"5";"WLAN network adapter";"Published";"EG000037"
"EC000818";"7";"Hexagonal key";"Published";"EG000050"
"EC000819";"7";"Compact fluorescent lamp with integrated ballast";"Published";"EG000028"
"EC000820";"7";"Traffic signalling lamp";"Published";"EG000028"
"EC000821";"8";"High pressure sodium-vapour lamp";"Published";"EG000028"
"EC000822";"7";"Low pressure sodium-vapour lamp";"Published";"EG000028"
"EC000823";"8";"Halogen metal halide reflector lamp";"Published";"EG000028"
"EC000833";"6";"Flat nose pliers";"Published";"EG000050"
"EC000834";"6";"Round nose pliers";"Published";"EG000050"
"EC000835";"7";"Telephone pliers";"Published";"EG000050"
"EC000836";"7";"Combination pliers";"Published";"EG000050"
"EC000837";"8";"Power cable &gt;= 1 kV, for moving application";"Published";"EG000001"
"EC000838";"6";"Thermocouple cable";"Published";"EG000001"
"EC000839";"7";"Braid wire";"Published";"EG000021"
"EC000842";"7";"Pipe wrench";"Published";"EG000050"
"EC000843";"6";"Alarm signal";"Published";"EG000035"
"EC000844";"5";"Buzzer";"Published";"EG000035"
"EC000849";"6";"Outer corner for skirting duct";"Published";"EG000006"
"EC000850";"6";"End piece for skirting duct";"Published";"EG000006"
"EC000851";"6";"Inner corner for skirting duct";"Published";"EG000006"
"EC000852";"7";"Flat bend for skirting duct";"Published";"EG000006"
"EC000853";"6";"Mesh cable tray";"Published";"EG000004"
"EC000854";"7";"Cable ladder/wide span cable ladder";"Published";"EG000004"
"EC000855";"6";"Air conditioner (enclosure/cabinet)";"Published";"EG000011"
"EC000856";"6";"Corner add-on piece for cable ladder";"Published";"EG000004"
"EC000857";"6";"Corner plate for cable ladder";"Published";"EG000004"
"EC000858";"6";"Drop-out plate for cable ladder";"Published";"EG000004"
"EC000861";"6";"Corner add-on piece for cable tray";"Published";"EG000004"
"EC000862";"6";"Inner corner for installation duct";"Published";"EG000006"
"EC000863";"6";"Outer corner for installation duct";"Published";"EG000006"
"EC000864";"7";"Flat bend for installation duct";"Published";"EG000006"
"EC000865";"5";"Tee for installation duct";"Published";"EG000006"
"EC000866";"6";"End cap for installation duct";"Published";"EG000006"
"EC000867";"5";"Inner corner for wall duct";"Published";"EG000006"
"EC000872";"5";"Outer corner for wall duct";"Published";"EG000006"
"EC000873";"7";"End piece for wall duct";"Published";"EG000006"
"EC000874";"6";"Joint clip for wall duct";"Published";"EG000006"
"EC000876";"8";"Flat bend for wall duct";"Published";"EG000006"
"EC000877";"6";"Cover for flat bend wall duct";"Published";"EG000006"
"EC000878";"5";"Cross piece for wall duct";"Published";"EG000006"
"EC000879";"8";"Cable entry sleeve";"Published";"EG000009"
"EC000880";"5";"Seal";"Published";"EG000050"
"EC000881";"4";"Seal wire";"Published";"EG000050"
"EC000882";"6";"Profile support arm";"Published";"EG000004"
"EC000884";"5";"Connection for support arm";"Published";"EG000004"
"EC000885";"8";"Eye bolt (metric)";"Published";"EG000049"
"EC000886";"4";"Endplate and partition plate for terminal block";"Published";"EG000012"
"EC000889";"6";"Tapping screw";"Published";"EG000049"
"EC000891";"7";"Thread cutting screw";"Published";"EG000049"
"EC000893";"4";"Service box for underfloor installation";"Published";"EG000005"
"EC000894";"5";"Cover for underfloor installation duct flush floor open";"Published";"EG000005"
"EC000895";"7";"Equipped surface tank";"Published";"EG000005"
"EC000896";"6";"Ceiling bracket for cable support system";"Published";"EG000004"
"EC000897";"8";"Feed-through terminal block";"Published";"EG000012"
"EC000898";"6";"Indicator terminal block";"Published";"EG000012"
"EC000899";"8";"Fuse terminal block";"Published";"EG000012"
"EC000900";"7";"Sensor/actuator terminal block";"Published";"EG000012"
